SIBS,DEGREE,PADEG,MADEG,SEX,MAJOR1,DIPGED,FAMILY16,PARBORN,GRANBORN,POLVIEWS,INCOME
3.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,MALE,PHYSICAL EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,LIBERAL ARTS,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
3.0,JUNIOR COLLEGE,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,17500
3.0,BACHELOR,GRADUATE,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,75000
1.0,BACHELOR,GRADUATE,BACHELOR,FEMALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,60000
1.0,GRADUATE,GRADUATE,HIGH SCHOOL,MALE,DENTISTRY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,150000
4.0,BACHELOR,LT HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,ENGINEERING,High School diploma,M AND F RELATIVES,NEITHER IN U.S,4.0,MODERATE,22500
4.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,ENGINEERING,GED,FATHER & STPMOTHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,75000
3.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,MEDICINE,High School diploma,MOTHER,MOTHER ONLY,2.0,LIBERAL,3000
2.0,BACHELOR,BACHELOR,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,CONSERVATIVE,75000
2.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,FINANCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
3.0,BACHELOR,BACHELOR,JUNIOR COLLEGE,MALE,COMMUNICATIONS/SPEECH,High School diploma,FATHER & STPMOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,40000
1.0,BACHELOR,BACHELOR,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,50000
2.0,JUNIOR COLLEGE,GRADUATE,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
2.0,GRADUATE,BACHELOR,BACHELOR,MALE,MEDICINE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,150000
3.0,GRADUATE,BACHELOR,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,75000
3.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,JOURNALISM,High School diploma,FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,17500
1.0,GRADUATE,BACHELOR,GRADUATE,FEMALE,LAW,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,10000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,MODERATE,8000
7.0,BACHELOR,GRADUATE,GRADUATE,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,75000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,20000
3.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,ENGLISH,High School diploma,FATHER & STPMOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,20000
1.0,BACHELOR,GRADUATE,HIGH SCHOOL,MALE,Visual Arts/Graphic Design/Design and Drafting,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,8000
1.0,BACHELOR,BACHELOR,GRADUATE,FEMALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,50000
0.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,SLGHTLY CONSERVATIVE,40000
5.0,JUNIOR COLLEGE,LT HIGH SCHOOL,HIGH SCHOOL,MALE,Visual Arts/Graphic Design/Design and Drafting,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,15000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,HISTORY,High School diploma,MOTHER & FATHER,BOTH IN U.S,3.0,MODERATE,17500
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,MATHMATICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,60000
1.0,GRADUATE,GRADUATE,BACHELOR,FEMALE,Administrative Science/Public Administration,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,LIBERAL,10000
2.0,BACHELOR,BACHELOR,BACHELOR,MALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,35000
1.0,BACHELOR,GRADUATE,BACHELOR,MALE,ENGLISH,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,LIBERAL,30000
2.0,JUNIOR COLLEGE,GRADUATE,GRADUATE,MALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,3.0,EXTREMELY LIBERAL,30000
2.0,BACHELOR,GRADUATE,GRADUATE,MALE,ENGLISH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,35000
2.0,GRADUATE,GRADUATE,GRADUATE,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,40000
1.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,SOCIOLOGY,High School diploma,MOTHER,FATHER ONLY,2.0,EXTREMELY LIBERAL,15000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,HISTORY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,30000
6.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,SOCIOLOGY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,22500
0.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,ENGLISH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,25000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,ARCHITECTURE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,30000
1.0,GRADUATE,LT HIGH SCHOOL,HIGH SCHOOL,FEMALE,Fine Arts,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,40000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Electronics,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,MODERATE,35000
3.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,BIOLOGY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,50000
3.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,MALE,Visual Arts/Graphic Design/Design and Drafting,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,10000
2.0,BACHELOR,LT HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,8000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,50000
1.0,BACHELOR,BACHELOR,GRADUATE,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,60000
1.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,30000
2.0,BACHELOR,GRADUATE,BACHELOR,MALE,PHYSICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,MODERATE,30000
3.0,BACHELOR,BACHELOR,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,5000
1.0,GRADUATE,GRADUATE,GRADUATE,MALE,GEOLOGY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,25000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,FINANCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,90000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,30000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,35000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,BIOLOGY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,130000
4.0,JUNIOR COLLEGE,BACHELOR,JUNIOR COLLEGE,MALE,ALLIED HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,50000
1.0,JUNIOR COLLEGE,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,50000
6.0,GRADUATE,HIGH SCHOOL,GRADUATE,MALE,HEALTH,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,150000
2.0,GRADUATE,LT HIGH SCHOOL,HIGH SCHOOL,FEMALE,COMM. DISORDERS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
3.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,FEMALE RELATIVE,BOTH IN U.S,ALL IN U.S,MODERATE,35000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,35000
0.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
3.0,GRADUATE,BACHELOR,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
4.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,EDUCATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
1.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,BIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,10000
12.0,GRADUATE,HIGH SCHOOL,BACHELOR,MALE,COMPUTER SCIENCE,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,60000
4.0,GRADUATE,GRADUATE,GRADUATE,MALE,FOREIGN LANGUAGE,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,MODERATE,75000
6.0,BACHELOR,LT HIGH SCHOOL,GRADUATE,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,110000
6.0,JUNIOR COLLEGE,BACHELOR,HIGH SCHOOL,FEMALE,Food Science/Nutrition/Culinary Arts,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,22500
6.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,SOCIAL WORK,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,30000
15.0,BACHELOR,BACHELOR,GRADUATE,FEMALE,PHYSICAL EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,110000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,90000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,25000
1.0,BACHELOR,BACHELOR,GRADUATE,MALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,50000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,FEMALE,GENERAL SCIENCES,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,5000
6.0,BACHELOR,LT HIGH SCHOOL,HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,50000
5.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,12500
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,60000
0.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,PSYCHOLOGY,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,12500
2.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,COMPUTER SCIENCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,40000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,HEALTH,GED,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,3000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
4.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,35000
1.0,JUNIOR COLLEGE,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,Mechanics/Machine Trade,GED,M AND F RELATIVES,BOTH IN U.S,ALL IN U.S,MODERATE,5000
2.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,40000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,SOCIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,40000
4.0,JUNIOR COLLEGE,BACHELOR,BACHELOR,FEMALE,OTHER,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,25000
2.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,Food Science/Nutrition/Culinary Arts,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,1000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,MALE,COMPUTER SCIENCE,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,6000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,LT HIGH SCHOOL,MALE,LAW ENFORCEMENT,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,50000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,Food Science/Nutrition/Culinary Arts,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,90000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Human Services/Human Resources,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,MODERATE,10000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,PHARMACY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,110000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,NURSING,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,5000
5.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,MALE,ENGLISH,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,25000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,MEDICINE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
4.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,MALE,SOCIAL WORK,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,20000
5.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,40000
2.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,1000
2.0,BACHELOR,GRADUATE,GRADUATE,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,20000
3.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,40000
3.0,BACHELOR,BACHELOR,JUNIOR COLLEGE,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,GENERAL SCIENCES,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,30000
8.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,ANTHROPOLGY,GED,MOTHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,50000
2.0,JUNIOR COLLEGE,GRADUATE,JUNIOR COLLEGE,FEMALE,VETERINARY MEDICINE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,25000
3.0,GRADUATE,GRADUATE,HIGH SCHOOL,FEMALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
1.0,GRADUATE,BACHELOR,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,60000
3.0,JUNIOR COLLEGE,BACHELOR,HIGH SCHOOL,MALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,BOTH IN U.S,4.0,MODERATE,40000
2.0,GRADUATE,GRADUATE,JUNIOR COLLEGE,FEMALE,CHEMISTRY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,40000
1.0,BACHELOR,BACHELOR,JUNIOR COLLEGE,FEMALE,MEDICINE,High School diploma,MOTHER & STPFATHER,FATHER ONLY,2.0,SLGHTLY CONSERVATIVE,75000
3.0,GRADUATE,GRADUATE,GRADUATE,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,75000
0.0,BACHELOR,GRADUATE,HIGH SCHOOL,MALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,15000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,ANTHROPOLGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,MODERATE,50000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER,BOTH IN U.S,2.0,LIBERAL,30000
1.0,GRADUATE,LT HIGH SCHOOL,HIGH SCHOOL,MALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,EXTREMELY LIBERAL,7000
5.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,6000
1.0,GRADUATE,BACHELOR,HIGH SCHOOL,MALE,GEOLOGY,High School diploma,FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,75000
1.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,8000
6.0,BACHELOR,JUNIOR COLLEGE,BACHELOR,FEMALE,ANTHROPOLGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,3000
2.0,JUNIOR COLLEGE,BACHELOR,BACHELOR,FEMALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,5000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,GENERAL SCIENCES,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,50000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,EXTREMELY LIBERAL,75000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Environmental Science/Ecology,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,22500
2.0,BACHELOR,GRADUATE,BACHELOR,MALE,BIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
4.0,JUNIOR COLLEGE,JUNIOR COLLEGE,LT HIGH SCHOOL,FEMALE,PHARMACY,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
11.0,JUNIOR COLLEGE,LT HIGH SCHOOL,HIGH SCHOOL,FEMALE,NURSING,High School diploma,OTHER,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,10000
3.0,JUNIOR COLLEGE,LT HIGH SCHOOL,HIGH SCHOOL,MALE,OTHER VOCATIONAL,High School diploma,OTHER,MOTHER ONLY,2.0,LIBERAL,15000
1.0,BACHELOR,GRADUATE,GRADUATE,FEMALE,SOCIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,30000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,10000
1.0,GRADUATE,JUNIOR COLLEGE,BACHELOR,MALE,MATHMATICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,50000
1.0,JUNIOR COLLEGE,BACHELOR,HIGH SCHOOL,MALE,LIBERAL ARTS,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,2.0,LIBERAL,12500
1.0,BACHELOR,GRADUATE,JUNIOR COLLEGE,MALE,BIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,40000
1.0,GRADUATE,HIGH SCHOOL,GRADUATE,FEMALE,ENGLISH,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,SLIGHTLY LIBERAL,110000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,LT HIGH SCHOOL,MALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,25000
2.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,FOREIGN LANGUAGE,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,75000
9.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,BOTH IN U.S,2.0,CONSERVATIVE,50000
1.0,BACHELOR,GRADUATE,GRADUATE,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,75000
3.0,BACHELOR,GRADUATE,HIGH SCHOOL,MALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,OTHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,LAW ENFORCEMENT,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,50000
3.0,GRADUATE,BACHELOR,HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,75000
6.0,BACHELOR,JUNIOR COLLEGE,GRADUATE,MALE,ADVERTISING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,COMM. DISORDERS,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,12500
6.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Administrative Science/Public Administration,High School diploma,MOTHER & STPFATHER,NEITHER IN U.S,3.0,SLGHTLY CONSERVATIVE,10000
3.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,MARKETING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,60000
7.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,FEMALE,NURSING,High School diploma,FATHER & STPMOTHER,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,60000
